ordem,entrevistado,startTime,endTime,duracao,fase
1629,10-Renato-X,00:23:53,00:24:03,00:00:09,Mapping
1630,10-Renato-X,00:24:03,00:24:20,00:00:17,Testing
1631,10-Renato-X,00:24:20,00:24:32,00:00:12,Mapping
1632,10-Renato-X,00:24:32,00:24:40,00:00:08,Testing
1633,10-Renato-X,00:24:40,00:24:44,00:00:04,Mapping
1634,10-Renato-X,00:24:44,00:24:54,00:00:10,Testing
1635,10-Renato-X,00:24:53,00:24:58,00:00:05,Mounting
1636,10-Renato-X,00:24:59,00:25:05,00:00:07,Mapping
1637,10-Renato-X,00:25:05,00:25:18,00:00:13,Testing
1638,10-Renato-Y,00:00:08,00:01:34,00:01:26,Mounting
1639,10-Renato-Y,00:01:34,00:01:49,00:00:15,Testing
1640,10-Renato-Y,00:01:49,00:02:55,00:01:06,Mounting
1641,10-Renato-Y,00:02:55,00:03:06,00:00:11,Testing
1642,10-Renato-Y,00:03:06,00:04:31,00:01:25,Mounting
1643,10-Renato-Y,00:04:32,00:05:11,00:00:39,Testing
1644,10-Renato-Y,00:05:11,00:06:15,00:01:04,Mounting
1645,10-Renato-Y,00:06:15,00:06:41,00:00:26,Testing
1646,10-Renato-Y,00:06:41,00:07:53,00:01:12,Mounting
1647,10-Renato-Y,00:07:54,00:08:47,00:00:53,Testing
1648,10-Renato-Y,00:08:47,00:10:24,00:01:38,Mounting
1649,10-Renato-Y,00:10:25,00:10:45,00:00:20,Testing
1650,10-Renato-Y,00:10:45,00:12:00,00:01:15,Mounting
1651,10-Renato-Y,00:12:00,00:12:21,00:00:21,Testing
1652,10-Renato-Y,00:12:20,00:12:31,00:00:10,Planning
1653,10-Renato-Y,00:12:31,00:12:47,00:00:16,Mapping
1654,10-Renato-Y,00:12:47,00:13:00,00:00:13,Testing
1655,10-Renato-Y,00:13:00,00:13:42,00:00:42,Consulting
1656,10-Renato-Y,00:13:42,00:13:44,00:00:02,Mapping
1657,10-Renato-Y,00:13:44,00:13:54,00:00:10,Testing
1658,10-Renato-Y,00:13:55,00:14:09,00:00:14,Mapping
1659,10-Renato-Y,00:14:09,00:14:31,00:00:22,Testing
1660,10-Renato-Y,00:14:31,00:14:45,00:00:14,Mapping
1661,10-Renato-Y,00:14:45,00:15:09,00:00:24,Testing
1662,10-Renato-Y,00:15:09,00:15:11,00:00:01,Mapping
1663,10-Renato-Y,00:15:11,00:15:17,00:00:06,Testing
1664,10-Renato-Y,00:15:17,00:15:29,00:00:13,Mapping
1665,10-Renato-Y,00:15:29,00:15:45,00:00:16,Testing
1666,10-Renato-Y,00:15:45,00:16:00,00:00:14,Mapping
1667,10-Renato-Y,00:16:00,00:16:10,00:00:11,Testing
1668,10-Renato-Y,00:16:10,00:16:17,00:00:07,Mapping
1669,10-Renato-Y,00:16:17,00:16:20,00:00:03,Testing
1670,10-Renato-Y,00:16:20,00:16:25,00:00:05,Mapping
1671,10-Renato-Y,00:16:25,00:16:28,00:00:03,Testing
1672,10-Renato-Y,00:16:28,00:16:44,00:00:16,Mapping
1673,10-Renato-Y,00:16:44,00:16:59,00:00:15,Testing
1674,10-Renato-Y,00:16:59,00:17:19,00:00:20,Mapping
1675,10-Renato-Y,00:17:19,00:17:23,00:00:04,Testing
1676,10-Renato-Y,00:17:23,00:17:32,00:00:09,Mapping
1677,10-Renato-Y,00:17:32,00:18:06,00:00:33,Testing
1678,10-Renato-Y,00:18:05,00:18:27,00:00:22,Mapping
1679,10-Renato-Y,00:18:27,00:18:32,00:00:05,Testing
1680,10-Renato-Y,00:18:33,00:18:42,00:00:09,Mapping
1681,10-Renato-Y,00:18:42,00:19:42,00:01:01,Testing
1682,10-Renato-Y,00:19:42,00:19:55,00:00:13,Mapping
1683,10-Renato-Y,00:19:55,00:20:05,00:00:10,Testing
1684,10-Renato-Y,00:20:05,00:20:10,00:00:06,Mapping
1685,10-Renato-Y,00:20:10,00:20:23,00:00:12,Testing
1686,10-Renato-Y,00:20:23,00:20:37,00:00:14,Mapping
1687,10-Renato-Y,00:20:37,00:20:44,00:00:07,Testing
1688,10-Renato-Y,00:20:44,00:20:51,00:00:07,Mapping
1689,10-Renato-Y,00:20:52,00:21:03,00:00:11,Testing
1690,10-Renato-Y,00:21:03,00:21:17,00:00:14,Mapping
1691,10-Renato-Y,00:21:17,00:21:27,00:00:11,Testing
1692,10-Renato-Y,00:21:27,00:21:51,00:00:24,Mapping
1693,10-Renato-Y,00:21:51,00:21:54,00:00:03,Testing
1694,10-Renato-Y,00:21:55,00:22:12,00:00:17,Mapping
1695,10-Renato-Y,00:22:11,00:22:15,00:00:03,Testing
1696,10-Renato-Y,00:22:15,00:22:25,00:00:10,Mapping
1697,10-Renato-Y,00:22:25,00:23:08,00:00:44,Testing
1698,10-Renato-Y,00:23:08,00:23:15,00:00:06,Mapping
1699,10-Renato-Y,00:23:15,00:23:20,00:00:05,Testing
1700,10-Renato-Y,00:23:20,00:23:29,00:00:08,Mapping
1701,10-Renato-Y,00:23:29,00:24:29,00:01:00,Testing
1702,10-Renato-Y,00:24:29,00:24:47,00:00:18,Mapping
1703,10-Renato-Y,00:24:47,00:25:09,00:00:22,Testing
1704,10-Renato-Y,00:25:09,00:25:13,00:00:04,Mapping
1705,10-Renato-Y,00:25:14,00:25:29,00:00:15,Testing
1706,11-Hermano-X,00:00:00,00:00:25,00:00:25,Planning
1707,11-Hermano-X,00:00:25,00:00:55,00:00:30,Mounting
1708,11-Hermano-X,00:00:55,00:01:19,00:00:25,Consulting
1709,11-Hermano-X,00:01:19,00:01:37,00:00:18,Mounting
1710,11-Hermano-X,00:01:37,00:01:50,00:00:12,Mapping
1711,11-Hermano-X,00:01:50,00:01:52,00:00:02,Testing
1712,11-Hermano-X,00:01:52,00:02:00,00:00:09,Mounting
1713,11-Hermano-X,00:02:00,00:02:09,00:00:09,Consulting
1714,11-Hermano-X,00:02:09,00:02:13,00:00:03,Testing
1715,11-Hermano-X,00:02:13,00:02:28,00:00:16,Consulting
1716,11-Hermano-X,00:02:28,00:02:37,00:00:09,(null)
1717,11-Hermano-X,00:02:37,00:02:44,00:00:07,(null)
1718,11-Hermano-X,00:02:44,00:03:06,00:00:22,Mapping
1719,11-Hermano-X,00:03:06,00:03:30,00:00:24,Testing
1720,11-Hermano-X,00:03:30,00:03:46,00:00:16,Mounting
1721,11-Hermano-X,00:03:46,00:03:49,00:00:03,Mapping
1722,11-Hermano-X,00:03:49,00:03:53,00:00:04,Testing
1723,11-Hermano-X,00:03:53,00:03:58,00:00:05,Mapping
1724,11-Hermano-X,00:03:58,00:04:05,00:00:07,Testing
1725,11-Hermano-X,00:04:05,00:04:11,00:00:07,Mapping
1726,11-Hermano-X,00:04:11,00:04:16,00:00:04,Testing
1727,11-Hermano-X,00:04:16,00:04:30,00:00:14,Testing
1728,11-Hermano-X,00:04:30,00:04:32,00:00:03,Mapping
1729,11-Hermano-X,00:04:32,00:04:38,00:00:06,Mounting
1730,11-Hermano-X,00:04:37,00:04:45,00:00:08,Mapping
1731,11-Hermano-X,00:04:45,00:05:08,00:00:23,Testing
1732,11-Hermano-X,00:05:08,00:05:31,00:00:23,Mapping
1733,11-Hermano-X,00:05:31,00:05:34,00:00:04,Testing
1734,11-Hermano-X,00:05:34,00:05:38,00:00:04,Mapping
1735,11-Hermano-X,00:05:38,00:05:53,00:00:15,Testing
1736,11-Hermano-X,00:05:53,00:05:55,00:00:02,Mounting
1737,11-Hermano-X,00:05:55,00:06:09,00:00:14,Mapping
1738,11-Hermano-X,00:06:09,00:06:15,00:00:06,Testing
1739,11-Hermano-X,00:06:15,00:06:21,00:00:06,Testing
1740,11-Hermano-X,00:06:21,00:06:27,00:00:06,Mounting
1741,11-Hermano-X,00:06:27,00:06:31,00:00:04,Testing
1742,11-Hermano-X,00:06:31,00:06:50,00:00:19,Mapping
1743,11-Hermano-X,00:06:50,00:07:11,00:00:21,Testing
1744,11-Hermano-X,00:07:11,00:07:22,00:00:11,Testing
1745,11-Hermano-X,00:07:22,00:08:08,00:00:46,Mounting
1746,11-Hermano-X,00:08:08,00:08:38,00:00:29,Bug
1747,11-Hermano-X,00:08:38,00:08:48,00:00:10,(null)
1748,11-Hermano-X,00:08:48,00:09:18,00:00:30,Mapping
1749,11-Hermano-X,00:09:18,00:09:21,00:00:03,Testing
1750,11-Hermano-X,00:09:21,00:09:26,00:00:05,Adjusting GUI
1751,11-Hermano-X,00:09:26,00:09:30,00:00:04,Testing
1752,11-Hermano-X,00:09:30,00:09:39,00:00:08,Consulting
1753,11-Hermano-X,00:09:39,00:09:45,00:00:07,Mounting
1754,11-Hermano-X,00:09:45,00:09:48,00:00:03,Mapping
1755,11-Hermano-X,00:09:48,00:09:54,00:00:06,Testing
1756,11-Hermano-X,00:09:54,00:10:21,00:00:27,Mapping
1757,11-Hermano-X,00:10:21,00:11:29,00:01:08,Testing
1758,11-Hermano-X,00:11:29,00:11:42,00:00:13,Mapping
1759,11-Hermano-X,00:11:42,00:11:48,00:00:06,Testing
1760,11-Hermano-X,00:11:48,00:12:15,00:00:27,Mapping
1761,11-Hermano-X,00:12:15,00:12:21,00:00:06,Testing
1762,11-Hermano-X,00:12:21,00:12:53,00:00:32,Mapping
1763,11-Hermano-X,00:12:53,00:13:02,00:00:09,Testing
1764,11-Hermano-X,00:13:02,00:13:12,00:00:11,Mapping
1765,11-Hermano-X,00:13:12,00:13:25,00:00:12,Testing
1766,11-Hermano-X,00:13:25,00:13:29,00:00:04,Mounting
1767,11-Hermano-X,00:13:29,00:13:32,00:00:03,Testing
1768,11-Hermano-X,00:13:32,00:13:43,00:00:12,Mapping
1769,11-Hermano-X,00:13:43,00:13:57,00:00:14,Testing
1770,11-Hermano-X,00:13:57,00:14:08,00:00:11,Mapping
1771,11-Hermano-X,00:14:08,00:14:18,00:00:09,Testing
1772,11-Hermano-X,00:14:18,00:14:23,00:00:06,Mounting
1773,11-Hermano-X,00:14:23,00:15:01,00:00:38,Mapping
1774,11-Hermano-X,00:15:01,00:15:21,00:00:19,Testing
1775,11-Hermano-X,00:15:21,00:15:23,00:00:03,Mapping
1776,11-Hermano-X,00:15:23,00:15:48,00:00:25,Testing
1777,11-Hermano-X,00:15:48,00:16:28,00:00:40,Mapping
1778,11-Hermano-X,00:16:28,00:16:33,00:00:05,Planning
1779,11-Hermano-X,00:16:33,00:16:38,00:00:05,Testing
1780,11-Hermano-X,00:16:38,00:16:42,00:00:03,Mapping
1781,11-Hermano-X,00:16:42,00:16:47,00:00:06,Testing
1782,11-Hermano-X,00:16:47,00:16:51,00:00:04,Adjusting GUI
1783,11-Hermano-X,00:16:51,00:17:32,00:00:41,Testing
1784,11-Hermano-X,00:17:32,00:17:51,00:00:19,Mapping
1785,11-Hermano-X,00:17:51,00:18:20,00:00:29,Testing
1786,11-Hermano-X,00:18:20,00:18:26,00:00:06,Mapping
1787,11-Hermano-X,00:18:26,00:18:38,00:00:12,Testing
1788,11-Hermano-X,00:18:38,00:18:42,00:00:04,Mapping
1789,11-Hermano-X,00:18:42,00:18:47,00:00:05,Mounting
1790,11-Hermano-X,00:18:47,00:18:56,00:00:09,Mounting
1791,11-Hermano-X,00:18:56,00:19:00,00:00:04,Planning
1792,11-Hermano-X,00:19:00,00:19:06,00:00:07,Mounting
1793,11-Hermano-X,00:19:06,00:19:32,00:00:26,Mapping
1794,11-Hermano-X,00:19:32,00:19:59,00:00:27,Testing
1795,11-Hermano-X,00:19:59,00:20:06,00:00:07,(null)
1796,11-Hermano-X,00:20:06,00:20:20,00:00:14,Testing
1797,11-Hermano-X,00:20:20,00:20:42,00:00:22,Mapping
1798,11-Hermano-X,00:20:42,00:20:57,00:00:15,Testing
1799,11-Hermano-X,00:20:57,00:21:03,00:00:06,Mapping
1800,11-Hermano-X,00:21:03,00:21:22,00:00:19,Testing
1801,11-Hermano-X,00:21:22,00:21:27,00:00:05,Mapping
1802,11-Hermano-X,00:21:27,00:21:30,00:00:04,Testing
1803,11-Hermano-X,00:21:30,00:21:37,00:00:06,Mapping
1804,11-Hermano-X,00:21:37,00:22:00,00:00:23,Testing
1805,11-Hermano-X,00:22:00,00:22:10,00:00:10,Mapping
1806,11-Hermano-X,00:22:10,00:22:17,00:00:07,Testing
1807,11-Hermano-X,00:22:17,00:22:34,00:00:17,Mapping
1808,11-Hermano-X,00:22:34,00:22:58,00:00:24,Testing
1809,11-Hermano-X,00:22:58,00:23:06,00:00:08,Mapping
1810,11-Hermano-X,00:23:06,00:23:26,00:00:20,Testing
1811,11-Hermano-X,00:23:26,00:23:33,00:00:07,Adjusting GUI
1812,11-Hermano-X,00:23:33,00:26:08,00:02:35,Testing
1813,11-Hermano-Y,00:00:03,00:01:45,00:01:42,Mounting
1814,11-Hermano-Y,00:01:45,00:01:59,00:00:13,Testing
1815,11-Hermano-Y,00:01:59,00:04:09,00:02:10,Mounting
1816,11-Hermano-Y,00:04:09,00:04:17,00:00:08,Testing
1817,11-Hermano-Y,00:04:17,00:05:02,00:00:45,Mapping
1818,11-Hermano-Y,00:05:02,00:05:08,00:00:06,Testing
1819,11-Hermano-Y,00:05:08,00:05:22,00:00:14,Mapping
1820,11-Hermano-Y,00:05:22,00:05:28,00:00:06,Testing
1821,11-Hermano-Y,00:05:28,00:05:38,00:00:09,Mapping
1822,11-Hermano-Y,00:05:38,00:05:48,00:00:10,Testing
1823,11-Hermano-Y,00:05:48,00:06:00,00:00:12,Mapping
1824,11-Hermano-Y,00:06:00,00:07:32,00:01:32,Mounting
1825,11-Hermano-Y,00:07:33,00:07:47,00:00:14,Testing
1826,11-Hermano-Y,00:07:46,00:08:00,00:00:13,Mapping
1827,11-Hermano-Y,00:08:00,00:08:06,00:00:06,Testing
1828,11-Hermano-Y,00:08:06,00:08:16,00:00:10,Mapping
1829,11-Hermano-Y,00:08:16,00:08:31,00:00:16,Testing
1830,11-Hermano-Y,00:08:31,00:10:00,00:01:29,Mounting
1831,11-Hermano-Y,00:10:00,00:10:06,00:00:06,Testing
1832,11-Hermano-Y,00:10:06,00:10:12,00:00:05,Mapping
1833,11-Hermano-Y,00:10:12,00:10:50,00:00:38,Testing
1834,11-Hermano-Y,00:10:50,00:10:55,00:00:05,Mapping
1835,11-Hermano-Y,00:10:55,00:11:41,00:00:46,Testing
1836,11-Hermano-Y,00:11:41,00:13:09,00:01:28,Mounting
1837,11-Hermano-Y,00:13:09,00:13:16,00:00:06,Mapping
1838,11-Hermano-Y,00:13:16,00:14:29,00:01:13,Testing
1839,11-Hermano-Y,00:14:29,00:14:48,00:00:20,Mapping
1840,11-Hermano-Y,00:14:49,00:15:02,00:00:13,Planning
1841,11-Hermano-Y,00:15:02,00:15:08,00:00:06,Testing
1842,11-Hermano-Y,00:15:09,00:15:18,00:00:10,Mapping
1843,11-Hermano-Y,00:15:18,00:15:27,00:00:09,Testing
1844,11-Hermano-Y,00:15:27,00:15:51,00:00:24,Mapping
1845,11-Hermano-Y,00:15:51,00:17:03,00:01:13,Mounting
1846,11-Hermano-Y,00:17:03,00:17:36,00:00:33,Consulting
1847,11-Hermano-Y,00:17:36,00:19:10,00:01:34,Mounting
1848,11-Hermano-Y,00:19:10,00:19:20,00:00:10,Mapping
1849,11-Hermano-Y,00:19:20,00:20:12,00:00:52,Testing
1850,11-Hermano-Y,00:20:12,00:20:24,00:00:12,Mapping
1851,11-Hermano-Y,00:20:24,00:20:36,00:00:12,Testing
1852,11-Hermano-Y,00:20:36,00:21:07,00:00:31,Mapping
1853,11-Hermano-Y,00:21:07,00:21:32,00:00:25,Testing
1854,11-Hermano-Y,00:21:32,00:23:09,00:01:37,Mounting
1855,11-Hermano-Y,00:23:09,00:24:08,00:01:00,Mapping
1856,11-Hermano-Y,00:24:08,00:24:15,00:00:06,Consulting
1857,11-Hermano-Y,00:24:15,00:24:48,00:00:33,Mapping
1858,11-Hermano-Y,00:24:48,00:25:11,00:00:22,Testing
1859,12-Helder-X,00:00:12,00:01:20,00:01:08,Consulting
1860,12-Helder-X,00:01:20,00:01:35,00:00:15,Testing
1861,12-Helder-X,00:01:35,00:01:54,00:00:19,Mapping
1862,12-Helder-X,00:01:54,00:01:58,00:00:04,Mounting
1863,12-Helder-X,00:01:58,00:02:15,00:00:17,Mapping
1864,12-Helder-X,00:02:15,00:02:22,00:00:06,Testing
1865,12-Helder-X,00:02:22,00:02:25,00:00:04,Mapping
1866,12-Helder-X,00:02:25,00:02:39,00:00:14,Testing
1867,12-Helder-X,00:02:39,00:02:46,00:00:07,Mapping
1868,12-Helder-X,00:02:47,00:03:18,00:00:32,Testing
1869,12-Helder-X,00:03:18,00:03:23,00:00:05,Mapping
1870,12-Helder-X,00:03:23,00:04:00,00:00:37,Testing
1871,12-Helder-X,00:04:00,00:04:08,00:00:08,Mounting
1872,12-Helder-X,00:04:08,00:04:14,00:00:06,Mapping
1873,12-Helder-X,00:04:14,00:04:22,00:00:08,Testing
1874,12-Helder-X,00:04:22,00:04:28,00:00:07,Mapping
1875,12-Helder-X,00:04:28,00:04:38,00:00:10,Mounting
1876,12-Helder-X,00:04:38,00:04:52,00:00:14,Mapping
1877,12-Helder-X,00:04:52,00:05:18,00:00:27,Testing
1878,12-Helder-X,00:05:19,00:05:32,00:00:13,Mapping
1879,12-Helder-X,00:05:32,00:05:34,00:00:03,Testing
1880,12-Helder-X,00:05:34,00:05:37,00:00:03,Mapping
1881,12-Helder-X,00:05:37,00:05:47,00:00:10,Mounting
1882,12-Helder-X,00:05:47,00:05:52,00:00:05,Mapping
1883,12-Helder-X,00:05:52,00:05:55,00:00:03,Testing
1884,12-Helder-X,00:05:55,00:06:02,00:00:07,Mapping
1885,12-Helder-X,00:06:02,00:06:07,00:00:06,Testing
1886,12-Helder-X,00:06:07,00:06:18,00:00:11,Mapping
1887,12-Helder-X,00:06:18,00:06:24,00:00:06,Mounting
1888,12-Helder-X,00:06:24,00:06:47,00:00:22,Mapping
1889,12-Helder-X,00:06:47,00:06:48,00:00:01,Testing
1890,12-Helder-X,00:06:48,00:06:53,00:00:05,Mapping
1891,12-Helder-X,00:06:53,00:07:06,00:00:13,Testing
1892,12-Helder-X,00:07:06,00:07:10,00:00:04,Mapping
1893,12-Helder-X,00:07:10,00:07:55,00:00:45,Testing
1894,12-Helder-X,00:07:55,00:10:20,00:02:25,Consulting
1895,12-Helder-X,00:10:20,00:10:25,00:00:05,Testing
1896,12-Helder-X,00:10:25,00:10:32,00:00:06,Mounting
1897,12-Helder-X,00:10:32,00:10:44,00:00:12,Mapping
1898,12-Helder-X,00:10:45,00:11:00,00:00:15,Testing
1899,12-Helder-X,00:11:00,00:11:06,00:00:07,Mapping
1900,12-Helder-X,00:11:07,00:11:11,00:00:04,Testing
1901,12-Helder-X,00:11:11,00:11:24,00:00:13,Mapping
1902,12-Helder-X,00:11:24,00:11:35,00:00:11,Testing
1903,12-Helder-X,00:11:35,00:11:49,00:00:14,Mapping
1904,12-Helder-X,00:11:49,00:12:00,00:00:10,Testing
1905,12-Helder-X,00:12:00,00:12:12,00:00:13,Mapping
1906,12-Helder-X,00:12:12,00:12:28,00:00:15,Testing
1907,12-Helder-X,00:12:28,00:12:37,00:00:10,Mapping
1908,12-Helder-X,00:12:38,00:12:40,00:00:02,Testing
1909,12-Helder-X,00:12:40,00:12:56,00:00:15,Mapping
1910,12-Helder-X,00:12:56,00:12:57,00:00:01,Testing
1911,12-Helder-X,00:12:57,00:13:13,00:00:16,Mapping
1912,12-Helder-X,00:13:13,00:13:15,00:00:01,Testing
1913,12-Helder-X,00:13:15,00:13:34,00:00:19,Mapping
1914,12-Helder-X,00:13:34,00:13:35,00:00:01,Testing
1915,12-Helder-X,00:13:35,00:13:40,00:00:06,Mapping
1916,12-Helder-X,00:13:40,00:13:42,00:00:02,Testing
1917,12-Helder-X,00:13:42,00:13:51,00:00:08,Mapping
1918,12-Helder-X,00:13:51,00:13:52,00:00:01,Testing
1919,12-Helder-X,00:13:52,00:14:03,00:00:11,Mapping
1920,12-Helder-X,00:14:03,00:14:06,00:00:04,Testing
1921,12-Helder-X,00:14:06,00:14:15,00:00:08,Planning
1922,12-Helder-X,00:14:15,00:14:16,00:00:01,Testing
1923,12-Helder-X,00:14:16,00:14:37,00:00:21,Mapping
1924,12-Helder-X,00:14:37,00:14:47,00:00:10,Mounting
1925,12-Helder-X,00:14:47,00:14:57,00:00:10,Planning
1926,12-Helder-X,00:14:58,00:15:04,00:00:06,Mapping
1927,12-Helder-X,00:15:04,00:15:07,00:00:04,Testing
1928,12-Helder-X,00:15:08,00:15:11,00:00:03,Mapping
1929,12-Helder-X,00:15:14,00:15:17,00:00:03,Planning
1930,12-Helder-X,00:15:18,00:15:27,00:00:10,Mounting
1931,12-Helder-X,00:15:28,00:15:29,00:00:01,Mapping
1932,12-Helder-X,00:15:29,00:15:36,00:00:07,Testing
1933,12-Helder-X,00:15:36,00:15:41,00:00:05,Mounting
1934,12-Helder-X,00:15:41,00:16:00,00:00:19,Testing
1935,12-Helder-X,00:15:47,00:15:51,00:00:04,Mapping
1936,12-Helder-X,00:16:01,00:16:10,00:00:09,Mapping
1937,12-Helder-X,00:16:10,00:16:12,00:00:02,Testing
1938,12-Helder-X,00:16:12,00:16:15,00:00:03,Mapping
1939,12-Helder-X,00:16:15,00:16:20,00:00:05,Testing
1940,12-Helder-X,00:16:20,00:16:28,00:00:07,Mapping
1941,12-Helder-X,00:16:28,00:16:43,00:00:15,Testing
1942,12-Helder-X,00:16:43,00:16:48,00:00:05,Mapping
1943,12-Helder-X,00:16:48,00:17:05,00:00:17,Testing
1944,12-Helder-X,00:17:05,00:17:15,00:00:09,Mapping
1945,12-Helder-X,00:17:15,00:17:22,00:00:07,Testing
1946,12-Helder-X,00:17:22,00:17:24,00:00:02,Mapping
1947,12-Helder-X,00:17:24,00:17:59,00:00:35,Testing
1948,12-Helder-X,00:17:59,00:18:06,00:00:07,Mapping
1949,12-Helder-X,00:18:06,00:18:41,00:00:35,Testing
1950,12-Helder-X,00:18:41,00:18:50,00:00:09,Mapping
1951,12-Helder-X,00:18:50,00:18:58,00:00:08,Testing
1952,12-Helder-X,00:18:58,00:19:03,00:00:05,Mapping
1953,12-Helder-X,00:19:04,00:19:10,00:00:06,Testing
1954,12-Helder-X,00:19:10,00:19:19,00:00:09,Mounting
1955,12-Helder-X,00:19:19,00:19:22,00:00:03,Testing
1956,12-Helder-X,00:19:22,00:19:29,00:00:07,Mapping
1957,12-Helder-X,00:19:29,00:19:38,00:00:09,Testing
1958,12-Helder-X,00:19:38,00:19:43,00:00:05,Mounting
1959,12-Helder-X,00:19:43,00:19:55,00:00:12,Mapping
1960,12-Helder-X,00:19:55,00:20:21,00:00:26,Testing
1961,12-Helder-X,00:20:21,00:20:26,00:00:05,Mapping
1962,12-Helder-X,00:20:26,00:20:29,00:00:04,Testing
1963,12-Helder-Y,00:00:05,00:01:50,00:01:45,Mounting
1964,12-Helder-Y,00:01:50,00:02:21,00:00:31,Consulting
1965,12-Helder-Y,00:02:21,00:05:55,00:03:34,Mounting
1966,12-Helder-Y,00:05:55,00:06:06,00:00:11,Testing
1967,12-Helder-Y,00:06:06,00:06:27,00:00:21,Mapping
1968,12-Helder-Y,00:06:27,00:06:30,00:00:03,Testing
1969,12-Helder-Y,00:06:30,00:06:42,00:00:12,Mapping
1970,12-Helder-Y,00:06:42,00:06:53,00:00:11,Testing
1971,12-Helder-Y,00:06:53,00:07:02,00:00:09,Mapping
1972,12-Helder-Y,00:07:02,00:07:04,00:00:02,Testing
1973,12-Helder-Y,00:07:04,00:07:07,00:00:03,Mapping
1974,12-Helder-Y,00:07:07,00:07:11,00:00:03,Testing
1975,12-Helder-Y,00:07:11,00:07:15,00:00:04,Mapping
1976,12-Helder-Y,00:07:15,00:07:27,00:00:12,Testing
1977,12-Helder-Y,00:07:27,00:07:41,00:00:14,Mapping
1978,12-Helder-Y,00:07:41,00:07:43,00:00:02,Testing
1979,12-Helder-Y,00:07:43,00:07:53,00:00:10,Mapping
1980,12-Helder-Y,00:07:53,00:07:55,00:00:02,Testing
1981,12-Helder-Y,00:07:55,00:07:58,00:00:04,Mapping
1982,12-Helder-Y,00:07:58,00:07:59,00:00:01,Testing
1983,12-Helder-Y,00:07:59,00:08:02,00:00:03,Mapping
1984,12-Helder-Y,00:08:02,00:08:03,00:00:01,Testing
1985,12-Helder-Y,00:08:03,00:08:07,00:00:03,Mapping
1986,12-Helder-Y,00:08:07,00:08:08,00:00:01,Testing
1987,12-Helder-Y,00:08:08,00:08:13,00:00:05,Mapping
1988,12-Helder-Y,00:08:13,00:08:20,00:00:08,Testing
1989,12-Helder-Y,00:08:20,00:08:29,00:00:09,Mapping
1990,12-Helder-Y,00:08:29,00:08:42,00:00:12,Planning
1991,12-Helder-Y,00:08:42,00:09:47,00:01:06,Mounting
1992,12-Helder-Y,00:09:48,00:09:57,00:00:09,Mapping
1993,12-Helder-Y,00:09:57,00:12:35,00:02:39,Mounting
1994,12-Helder-Y,00:12:35,00:12:45,00:00:09,Testing
1995,12-Helder-Y,00:12:45,00:12:56,00:00:11,Mapping
1996,12-Helder-Y,00:12:56,00:13:03,00:00:07,Testing
1997,12-Helder-Y,00:13:03,00:13:10,00:00:07,Mapping
1998,12-Helder-Y,00:13:10,00:13:29,00:00:19,Testing
1999,12-Helder-Y,00:13:28,00:13:39,00:00:10,Mapping
2000,12-Helder-Y,00:13:39,00:13:41,00:00:03,Testing
2001,12-Helder-Y,00:13:42,00:13:48,00:00:07,Mapping
2002,12-Helder-Y,00:13:48,00:13:55,00:00:07,Testing
2003,12-Helder-Y,00:13:55,00:14:17,00:00:22,Mapping
2004,12-Helder-Y,00:14:17,00:14:22,00:00:06,Testing
2005,12-Helder-Y,00:14:23,00:14:32,00:00:10,Mapping
2006,12-Helder-Y,00:14:32,00:14:42,00:00:10,Testing
2007,12-Helder-Y,00:14:41,00:14:56,00:00:14,Mapping
2008,12-Helder-Y,00:14:55,00:15:06,00:00:11,Testing
2009,12-Helder-Y,00:15:07,00:15:37,00:00:30,Mapping
2010,12-Helder-Y,00:15:37,00:15:40,00:00:03,Testing
2011,12-Helder-Y,00:15:40,00:16:06,00:00:26,Mapping
2012,12-Helder-Y,00:16:06,00:16:27,00:00:21,Testing
2013,12-Helder-Y,00:16:27,00:16:30,00:00:03,Mapping
2014,12-Helder-Y,00:16:30,00:16:41,00:00:11,Testing
2015,12-Helder-Y,00:16:41,00:16:49,00:00:08,Mapping
2016,12-Helder-Y,00:16:49,00:16:58,00:00:09,Testing
2017,12-Helder-Y,00:16:58,00:17:07,00:00:09,Mapping
2018,12-Helder-Y,00:17:07,00:17:16,00:00:09,Testing
2019,12-Helder-Y,00:17:16,00:17:29,00:00:12,Mapping
2020,12-Helder-Y,00:17:29,00:17:31,00:00:02,Testing
2021,12-Helder-Y,00:17:31,00:17:36,00:00:05,Mapping
2022,12-Helder-Y,00:17:36,00:17:38,00:00:02,Testing
2023,12-Helder-Y,00:17:38,00:17:41,00:00:03,Mapping
2024,12-Helder-Y,00:17:41,00:17:44,00:00:03,Testing
2025,12-Helder-Y,00:17:44,00:17:47,00:00:03,Mapping
2026,12-Helder-Y,00:17:47,00:17:48,00:00:01,Testing
2027,12-Helder-Y,00:17:48,00:17:54,00:00:06,Mapping
2028,12-Helder-Y,00:17:54,00:17:55,00:00:01,Testing
2029,12-Helder-Y,00:17:55,00:18:14,00:00:18,Mapping
2030,12-Helder-Y,00:18:14,00:18:16,00:00:03,Testing
2031,12-Helder-Y,00:18:16,00:18:27,00:00:11,Mapping
2032,12-Helder-Y,00:18:27,00:18:35,00:00:08,Testing
2033,12-Helder-Y,00:18:35,00:18:40,00:00:05,Mapping
2034,12-Helder-Y,00:18:40,00:18:42,00:00:02,Testing
